etalab;finess;nom;;;;departement;region;ville;telephone;categorie;adresse
60026150;60013968;IRM GIE GPT RADIO ALP MARIT OUEST SITE CH ANTIBES;107;AV;DE NICE;6;ALPES MARITIMES;06600 ANTIBES;497247767;Autre Etablissement Loi Hospitalière;107 AV DE NICE
60026168;60019908;IRM SCAN GIE MOUGINSCAN SITE HP TZANCK MOUGINS SOPHIA ANTIPO;122;AV;DU DOCTEUR MAURICE DONAT;6;ALPES MARITIMES;06254 MOUGINS CEDEX;493900862;Autre Etablissement Loi Hospitalière;122 AV DU DOCTEUR MAURICE DONAT
60026176;60021334;SCAN IRM GIE IMAGERIE MEDICALE SAINT JEAN SITE POLYCLIN;81;AV;DU DOCTEUR MAURICE DONAT;6;ALPES MARITIMES;06808 CAGNES SUR MER CEDEX;492135313;Autre Etablissement Loi Hospitalière;81 AV DU DOCTEUR MAURICE DONAT
60026184;60021664;TEP DU GIE CIN DE MOUGINS TEP SITE HP TZANCK;122;AV;DU DOCTEUR MAURICE DONAT;6;ALPES MARITIMES;06254 MOUGINS CEDEX;497166596;Autre Etablissement Loi Hospitalière;122 AV DU DOCTEUR MAURICE DONAT
60026192;60024965;SCAN IMAG OXFORD SITE HP CANNES OXFORD;33;BD;D'OXFORD;6;ALPES MARITIMES;06400 CANNES;492984012;Autre Etablissement Loi Hospitalière;33 BD D'OXFORD
60026218;60026200;;182;AV;EUGENE DONADEI;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;634662207;Centre de Santé;182 AV EUGENE DONADEI
60026226;60790292;SAS ESATITUDE ANTIBES - TERRITOIRE OUEST AZUR;620;R;HENRI LAUGIER;6;ALPES MARITIMES;06600 ANTIBES;493730019;Etab.Accueil Non Médicalisé pour personnes handicapées;620 R HENRI LAUGIER
60026234;60790292;SAS ESATITUDE LA SIAGNE- TERRITOIRE OUEST AZUR;;R;DE LA VIEILLE ECOLE;6;ALPES MARITIMES;06550 LA ROQUETTE SUR SIAGNE;492191212;Etab.Accueil Non Médicalisé pour personnes handicapées;R DE LA VIEILLE ECOLE
60026242;60790292;SAS ESATITUDE CANNES - TERRITOIRE OUEST AZUR;8;AV;COSTEBELLE;6;ALPES MARITIMES;06400 CANNES;497063750;Etab.Accueil Non Médicalisé pour personnes handicapées;8 AV COSTEBELLE
60026259;60790292;;44;AV;DENIS SEMERIA;6;ALPES MARITIMES;06300 NICE;492002880;Etab.Accueil Non Médicalisé pour personnes handicapées;44 AV DENIS SEMERIA
60026267;60790292;SAS ESATITUDE MENTON - RIVIERA NICE MENTON;95;RTE;DE GORBIO;6;ALPES MARITIMES;06500 MENTON;492104646;Etab.Accueil Non Médicalisé pour personnes handicapées;95 RTE DE GORBIO
60026283;60026275;;19;AV;FRANCOIS MITTERRAND;6;ALPES MARITIMES;06300 NICE;442450606;Centre de Santé;19 AV FRANCOIS MITTERRAND
60026309;60026291;CENTRE DE SANTE POLYVALENT TRACHEL;40;R;TRACHEL;6;ALPES MARITIMES;06000 NICE;677974218;Centre de Santé;40 R TRACHEL
60026317;130007032;;296;AV;JANVIER PASSERO;6;ALPES MARITIMES;06210 MANDELIEU LA NAPOULE;493496450;Centre de Santé;296 AV JANVIER PASSERO
60026333;60026325;CDS DENTAIRE DENTEGO MENTON;8;AV;FELIX  FAURE;6;ALPES MARITIMES;06500 MENTON;688409535;Centre de Santé;8 AV FELIX  FAURE
60026366;60026358;;81;R;DE FRANCE REGUS;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);81 R DE FRANCE REGUS
60026382;60026374;;1;AV;DU TRIDENT;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 AV DU TRIDENT
60026408;60026390;;251;AV;DU 11 NOVEMBRE;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);251 AV DU 11 NOVEMBRE
60026424;60026416;;49;AV;CYRILLE BESSET;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);49 AV CYRILLE BESSET
60026440;60026432;;12;R;JEAN CANAVESE LE MAGELLAN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 R JEAN CANAVESE LE MAGELLAN
60026465;60026457;;27;R;ALPHONSE KARR;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);27 R ALPHONSE KARR
60026481;60026473;;19;AV;AUGUSTE RENOIR;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);19 AV AUGUSTE RENOIR
60026507;60026499;;65;BD;CARNOT LES SORBIERS;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);65 BD CARNOT LES SORBIERS
60026523;60026515;;23;BD;DUGOMMIER;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);23 BD DUGOMMIER
60026549;60026531;SAAD ASSOCIATION EMPLOIS FAMILIAUX ANTIPOLIS;4;R;LOUIS FUNEL;6;ALPES MARITIMES;06560 VALBONNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 R LOUIS FUNEL
60026564;60026556;;12;ALL;DES CORONILLES;6;ALPES MARITIMES;06460 ST VALLIER DE THIEY;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 ALL DES CORONILLES
60026580;60026572;;5;R;DE L'EGLISE;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 R DE L'EGLISE
60026606;60026598;;72;AV;DE NICE;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);72 AV DE NICE
60026622;60026614;;27;R;VERNIER;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);27 R VERNIER
60026648;60026630;SAAD ADDP - L'AGE D'OR DU PAILLON;10;R;DU CHATEAU;6;ALPES MARITIMES;06440 L ESCARENE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);10 R DU CHATEAU
60026655;60790409;;22;R;BORNIOL;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);22 R BORNIOL
60026663;60795093;;687;BD;CLEMENT REBUFFEL;6;ALPES MARITIMES;06251 MOUGINS CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);687 BD CLEMENT REBUFFEL
60026689;60026671;;;PL;ANTOINE MERLE;6;ALPES MARITIMES;06330 ROQUEFORT LES PINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL ANTOINE MERLE
60026705;60026697;;1;PL;DE L'HOTEL DE VILLE;6;ALPES MARITIMES;06560 VALBONNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 PL DE L'HOTEL DE VILLE
60026721;60026713;SAAD ASSOCIATION MSAD 0613 MAINTIENT ET SERVICES A DOMICILE;17;R;ROBERT LATOUCHE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);17 R ROBERT LATOUCHE
60026747;60026739;;27;AV;PHILIPPE ROCHAT;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);27 AV PHILIPPE ROCHAT
60026762;60026754;;39;AV;SAINT BARTHELEMY;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);39 AV SAINT BARTHELEMY
60026788;60026770;;69;BD;SADI CARNOT;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);69 BD SADI CARNOT
60026804;60026796;;14;AV;FELIX FAURE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);14 AV FELIX FAURE
60026820;60026812;;1377;CHE;DES MOULINS;6;ALPES MARITIMES;06530 LE TIGNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1377 CHE DES MOULINS
60026846;60026838;;13;AV;MAURICE JEAN-PIERRE;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);13 AV MAURICE JEAN-PIERRE
60026861;60026853;;24;BD;JEAN MOULIN;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);24 BD JEAN MOULIN
60026887;60026879;;1147;RTE;DU MONT CHAUVE;6;ALPES MARITIMES;06950 FALICON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1147 RTE DU MONT CHAUVE
60026903;60026895;;2;AV;DU DOMAINE DU LOUP;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);2 AV DU DOMAINE DU LOUP
60026929;60026911;;107;AV;DE PIERREFEU;6;ALPES MARITIMES;06560 VALBONNE;967160917;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);107 AV DE PIERREFEU
60026945;60026937;;14;BD;MARECHAL JOFFRE;6;ALPES MARITIMES;06310 BEAULIEU SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);14 BD MARECHAL JOFFRE
60026960;60026952;;495;RTE;DE LA MER;6;ALPES MARITIMES;06410 BIOT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);495 RTE DE LA MER
60026986;60026978;;5;AV;EDOUARD VII;6;ALPES MARITIMES;06500 MENTON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 AV EDOUARD VII
60027000;60026994;;7;AV;DU GRAND CAVALIER;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 AV DU GRAND CAVALIER
60027026;60027018;;13;AV;GUILLABERT LES BLEUETS;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);13 AV GUILLABERT LES BLEUETS
60027042;60027034;;69;AV;FRANKLIN ROOSEVELT;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);69 AV FRANKLIN ROOSEVELT
60027067;60027059;DÉMÉNAGEMENT EN 2021;6;R;LOUIS MICHEL FERAUD;6;ALPES MARITIMES;06510 GATTIERES;493247565;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);6 R LOUIS MICHEL FERAUD
60027083;60027075;;41;AV;SAINT BARTHELEMY;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);41 AV SAINT BARTHELEMY
60027109;60027091;;59;AV;DE LA LIBERATION;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);59 AV DE LA LIBERATION
60027125;60027117;;11;R;CLAUDE PONS;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);11 R CLAUDE PONS
60027141;60027133;;45;AV;DE CANNES;6;ALPES MARITIMES;06220 VALLAURIS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);45 AV DE CANNES
60027166;60027158;;369;AV;DE CANNES;6;ALPES MARITIMES;06210 MANDELIEU LA NAPOULE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);369 AV DE CANNES
60027182;60027174;;52;RTE;DE VALBONNE;6;ALPES MARITIMES;06330 ROQUEFORT LES PINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);52 RTE DE VALBONNE
60027208;60027190;;56;RTE;DE NICE;6;ALPES MARITIMES;06650 LE ROURET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);56 RTE DE NICE
60027224;60027216;;36;AV;FRANCOIS TUBY;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);36 AV FRANCOIS TUBY
60027240;60027232;;7;AV;DE FABRON;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 AV DE FABRON
60027265;60027257;;1;R;BORNIOL;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 R BORNIOL
60027281;60027273;;43;R;GOUNOD;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);43 R GOUNOD
60027307;60027299;;9;CHE;DU LAC;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);9 CHE DU LAC
60027323;60027315;;251;CHE;DES GOURETTES;6;ALPES MARITIMES;06370 MOUANS SARTOUX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);251 CHE DES GOURETTES
60027349;60027331;;17;R;CASSINI;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);17 R CASSINI
60027364;60027356;;121;BD;NAPOLEON III;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);121 BD NAPOLEON III
60027380;60027372;;2344;RTE;DE LA FENERIE;6;ALPES MARITIMES;06580 PEGOMAS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);2344 RTE DE LA FENERIE
60027406;60027398;;101;AV;DE LA CALIFORNIE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);101 AV DE LA CALIFORNIE
60027422;60027414;;19;AV;AUGUSTE RENOIR;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);19 AV AUGUSTE RENOIR
60027448;60027430;;;;HOTEL DE VILLE;6;ALPES MARITIMES;06540 BREIL SUR ROYA;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);HOTEL DE VILLE
60027463;60027455;;;;PARVIS DE L'HOTEL DE VILLE;6;ALPES MARITIMES;06510 CARROS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PARVIS DE L'HOTEL DE VILLE
60027489;60027471;;;R;DU 8 MAI 1945;6;ALPES MARITIMES;06390 CONTES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R DU 8 MAI 1945
60027505;60027497;;;;PLACE DE LA REPUBLIQUE;6;ALPES MARITIMES;06670 LEVENS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PLACE DE LA REPUBLIQUE
60027513;60790300;;4;PL;PIERRE GAUTHIER;6;ALPES MARITIMES;06364 NICE CEDEX 4;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 PL PIERRE GAUTHIER
60027539;60027521;;21;BD;DU 8 MAI 1945;6;ALPES MARITIMES;06730 ST ANDRE DE LA ROCHE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);21 BD DU 8 MAI 1945
60027554;60027547;;1;PL;SAINT PIERRE;6;ALPES MARITIMES;06380 SOSPEL;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 PL SAINT PIERRE
60027570;60027562;;18;R;DES COMB. D'AFRIQUE DU NORD;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);18 R DES COMB. D'AFRIQUE DU NORD
60027596;60027588;;30;R;TRACHEL;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);30 R TRACHEL
60027612;60027604;;175;RTE;DE LA MANDA;6;ALPES MARITIMES;06510 GATTIERES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);175 RTE DE LA MANDA
60027638;60027620;;62;AV;DE LA GARE;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);62 AV DE LA GARE
60027653;60027646;;29;R;PASTORELLI;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);29 R PASTORELLI
60027679;60027661;;21;AV;AUBER;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);21 AV AUBER
60027695;60027687;;23;AV;SAINT AUGUSTIN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);23 AV SAINT AUGUSTIN
60027711;60027703;;136;BD;JEAN OSSOLA;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);136 BD JEAN OSSOLA
60027737;60027729;;22;BD;DE CESSOLE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);22 BD DE CESSOLE
60027752;60027745;;1;AV;DES FRERES OLIVIER;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 AV DES FRERES OLIVIER
60027778;60027760;;17;ALL;DES BOULEAUX;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);17 ALL DES BOULEAUX
60027794;60027786;;29;BD;DE LA FERRAGE;6;ALPES MARITIMES;06150 CANNES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);29 BD DE LA FERRAGE
60027810;60027802;;4;BD;DUBOUCHAGE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 BD DUBOUCHAGE
60027836;60027828;;1468;RTE;DES CONDAMINES;6;ALPES MARITIMES;06670 ST MARTIN DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1468 RTE DES CONDAMINES
60027851;60027844;;10;R;BEAUMONT;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);10 R BEAUMONT
60027877;60027869;;33;BD;DU GENERAL LECLERC LE FORUM;6;ALPES MARITIMES;06240 BEAUSOLEIL;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);33 BD DU GENERAL LECLERC LE FORUM
60027893;60027885;;9;CHE;DE LA DEGOUTTE;6;ALPES MARITIMES;06370 MOUANS SARTOUX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);9 CHE DE LA DEGOUTTE
60027919;60027901;;31;AV;AUGUSTE RENOIR;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);31 AV AUGUSTE RENOIR
60027935;60027927;;13;R;GENERAL SARAMITO;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);13 R GENERAL SARAMITO
60027950;60027943;;53;BD;MARECHAL JUIN;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);53 BD MARECHAL JUIN
60027976;60027968;;799;AV;DE TOURMANY;6;ALPES MARITIMES;06250 MOUGINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);799 AV DE TOURMANY
60027992;60027984;;645;AV;JEAN AICARD;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);645 AV JEAN AICARD
60028016;60028008;;1056;CHE;DES CAMPELIERES;6;ALPES MARITIMES;06250 MOUGINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1056 CHE DES CAMPELIERES
60028032;60028024;;95;R;JACQUES YVES COUSTEAU;6;ALPES MARITIMES;06270 VILLENEUVE LOUBET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);95 R JACQUES YVES COUSTEAU
60028057;60028040;;26;R;DE DIJON;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);26 R DE DIJON
60028073;60028065;;1;R;RENE SAINSON;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 R RENE SAINSON
60028099;60028081;;30;BD;DU PRESIDENT WILSON;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);30 BD DU PRESIDENT WILSON
60028115;60028107;;65;AV;DE LA GARE;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);65 AV DE LA GARE
60028131;60028123;;9002;CHE;DE LA BASTIDE ROUGE;6;ALPES MARITIMES;06151 CANNES LA BOCCA CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);9002 CHE DE LA BASTIDE ROUGE
60028156;60028149;;23;AV;THIERS;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);23 AV THIERS
60028172;60028164;;144;R;DE FRANCE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);144 R DE FRANCE
60028198;60028180;;144;R;DE FRANCE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);144 R DE FRANCE
60028214;60028206;;6;AV;BARDI;6;ALPES MARITIMES;06100 NICE;489015550;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);6 AV BARDI
60028230;60028222;SAAD PROXIM'SERVICES AGENCE MEDITERRANEENNE DE SERVICES;11;CHE;DE L'INDUSTRIE;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);11 CHE DE L'INDUSTRIE
60028255;60028248;;19;AV;DE LA CALIFORNIE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);19 AV DE LA CALIFORNIE
60028271;60028263;;;;QUARTIER DE LA CONDAMINE;6;ALPES MARITIMES;06260 PUGET THENIERS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);QUARTIER DE LA CONDAMINE
60028297;60028289;SAAD SERVICES ET AIDES AUX FAMILLES AZUREENNES;13;R;ALBERT VOISIN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);13 R ALBERT VOISIN
60028313;60028305;;64;BD;DU MARECHAL JUIN;6;ALPES MARITIMES;06800 CAGNES SUR MER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);64 BD DU MARECHAL JUIN
60028339;60028321;;21;BD;DU 8 MAI 1945;6;ALPES MARITIMES;06730 ST ANDRE DE LA ROCHE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);21 BD DU 8 MAI 1945
60028347;60791548;;34;RTE;DE TURIN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);34 RTE DE TURIN
60028362;60028354;SAAD COMMUNAUTE D'AGGLOMERATION DES PAYS DE GRASSE;12;PL;DU GENERAL DE GAULLE;6;ALPES MARITIMES;06530 ST CEZAIRE SUR SIAGNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 PL DU GENERAL DE GAULLE
60028370;130013089;;7;PAS;BELLON;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 PAS BELLON
60028388;830021812;;155;BD;DE LA MADELEINE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);155 BD DE LA MADELEINE
60028396;130007032;;7;AV;GUSTAVE V;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 AV GUSTAVE V
60028412;60028404;;37;AV;MONT JOLI;6;ALPES MARITIMES;06110 LE CANNET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);37 AV MONT JOLI
60028438;60028420;SAAD LES AUXILIAIRES DE LA VIE DU HAUT PAYS;5387;RTE;D'ANDON;6;ALPES MARITIMES;06620 GREOLIERES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5387 RTE D'ANDON
60028453;60028446;;55;AV;DE CANNES;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);55 AV DE CANNES
60028461;750719239;;3;AV;ANTOINE VERAN;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);3 AV ANTOINE VERAN
60028479;680021490;;25;BD;EMMANUEL ROUQUIER;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);25 BD EMMANUEL ROUQUIER
60028487;690007489;;1;BD;GEORGES CLEMENCEAU;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 BD GEORGES CLEMENCEAU
60028495;770020824;;25;BD;ARMEE DES ALPES;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);25 BD ARMEE DES ALPES
60028503;750062929;;17;R;DE L'HOTEL DES POSTES;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);17 R DE L'HOTEL DES POSTES
60028511;920028537;;80;RTE;DES LUCIOLES;6;ALPES MARITIMES;06560 VALBONNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);80 RTE DES LUCIOLES
60028529;660010216;;291;R;ALBERT CAQUOT;6;ALPES MARITIMES;06902 SOPHIA ANTIPOLIS CEDEX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);291 R ALBERT CAQUOT
60028545;60028537;;23;BD;DU JEU DE BALLON;6;ALPES MARITIMES;06130 GRASSE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);23 BD DU JEU DE BALLON
60028552;60028537;;7;BD;DU DOCTEUR JACQUES UGO;6;ALPES MARITIMES;06220 VALLAURIS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);7 BD DU DOCTEUR JACQUES UGO
60028578;60028560;;138;BD;DE PROVENCE;6;ALPES MARITIMES;06700 ST LAURENT DU VAR;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);138 BD DE PROVENCE
60028586;60028560;;1495;RTE;NATIONALE 7;6;ALPES MARITIMES;06270 VILLENEUVE LOUBET;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1495 RTE NATIONALE 7
60028594;750023699;;8;AV;TOURNELLI;6;ALPES MARITIMES;06160 ANTIBES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);8 AV TOURNELLI
60028602;750023699;;5;R;DE RUSSIE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 R DE RUSSIE
60028628;60028610;;455;PROM;DES ANGLAIS;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);455 PROM DES ANGLAIS
60028636;60028610;;630;RTE;DES DOLINES;6;ALPES MARITIMES;06560 VALBONNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);630 RTE DES DOLINES
60028651;60028644;;12;AV;DU STADE;6;ALPES MARITIMES;06220 VALLAURIS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 AV DU STADE
60028669;60028644;SAAD HAS HALLES AUX SERVICES;12;AV;SAINTE COLETTE;6;ALPES MARITIMES;06000 NICE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 AV SAINTE COLETTE
